,abstract_id,line_id,abstract_text,line_number,total_lines,target
143294,25014995,25014995_4_19,"Audio-recordings of clinic visits made 6 weeks after treatment initiation were coded for discussions of 26 SxQOL issues , focusing on patients ' / caregivers ' coached verbal reports of SxQOL severity , pattern , alleviating/aggravating factors and requests for help .",4,19,METHODS
64992,25701560,25701560_5_23,We used a computer generated randomisation list with randomly varying block sizes .,5,23,METHODS
112439,25403645,25403645_10_13,A dose of 50 IU/kg 4F-PCC may be suitable for reversing edoxaban anticoagulation .,10,13,CONCLUSIONS
160539,24346384,24346384_13_15,Saturation recovery time ( 35:34 -46 s ) in group 1 ( IS ) patients was also quicker than in group 2 patients ( 48:44 -58 s ) .,13,15,RESULTS
29452,25907158,25907158_7_16,"31 patients in the idebenone group and 33 in the placebo group comprised the ITT population , and 30 and 27 comprised the mITT population .",7,16,RESULTS
21057,25043647,25043647_8_10,The results will also be presented in updated Cochrane systematic reviews and included in individual patient data meta-analyses of all relevant randomized controlled trials .,8,10,RESULTS
58940,24976311,24976311_3_7,"Group comparisons were made with 102 term age-matched controls , and regression models used to identify the risk that low-grade haemorrhage posed for cognitive , executive function and memory deficits .",3,7,METHODS
68559,25180609,25180609_3_16,Consenting adults undergoing elective out-patient colonoscopy for CRC were randomized to take 2 L PEG+A sc or 90 mL NaP ( control ) following manufacturer 's instructions .,3,16,METHODS
86138,25860108,25860108_4_14,ED physicians were instructed to disseminate the enhanced process to sexually active females ages 12-19 years ( intervention group ) .,4,14,METHODS
99150,25455692,25455692_0_9,"To confirm the superiority of transdermal rotigotine up to 16mg/24h over placebo , and non-inferiority to ropinirole , in Japanese Parkinson 's disease ( PD ) patients on concomitant levodopa therapy .",0,9,OBJECTIVE
47933,24450992,24450992_3_16,We conducted an open-label randomized controlled trial of 376 patients with type 2 diabetes aged 18years and whose last measured HbA1c was 7.5 % ( 58mmol/mol ) .,3,16,METHODS
162272,24888284,24888284_5_22,Citrate fluids were Prismocitrate 18 mmol/L predilution and Prism0cal B22 dialysate .,5,22,METHODS
103831,24895454,24895454_4_9,The primary end point was stroke and systemic embolism by intention to treat .,4,9,RESULTS
107595,24366395,24366395_7_14,Adherence was defined as having prescriptions in possession for 75 % of days .,7,14,METHODS
147801,24981180,24981180_3_11,The patients were randomized to receive SA ( n = 40 ) or GA ( n = 40 ) .,3,11,METHODS
1269,24626738,24626738_9_15,"Additionally , reading ability improved ( B = 9.18 , 95 % CI = 0.58 , 18.0 ) .",9,15,RESULTS
56004,25913081,25913081_8_11,The overall success rate of intubation without CC for all devices was 100 % .,8,11,RESULTS
23955,26074359,26074359_7_14,"When comparing both groups ( LT + IP vs. LT only ) , ICU stay was longer in LT + IP group .",7,14,RESULTS
122305,24576881,24576881_13_17,"No correlation was found between baseline anisometropia and myopia progression ( r = -0.02 , P = 0.68 ) .",13,17,RESULTS
61869,24583903,24583903_6_11,"After reviewing published data , we designed a population-based cohort study to analyze the prevalence of these cardiovascular RFs and intermediate phenotypes , using random sampling of adult dwellers living in 2 adjacent cities .",6,11,METHODS
140706,24827127,24827127_5_11,The median progression-free survival and overall survival were similar with both regimens .,5,11,RESULTS
143631,24717254,24717254_3_14,The multiple sleep latency test ( MSLT ) was not used as an entry criteria .,3,14,METHODS
78152,24473502,24473502_6_10,"Subgroup analysis identified higher 24 h conversion in patients with left atrial ( LA ) diameter > 46 mm who received the combination treatment vs. amiodarone alone ( 81 vs. 54 % ; P = 0.02 ) , whereas the efficacy of the two interventions did not differ among patients with LA diameter 46 mm ( P = 0.77 ) .",6,10,RESULTS
133785,24755106,24755106_3_13,Patients at least 60 years of age receiving maintenance HD at a single outpatient dialysis center were eligible for the study .,3,13,METHODS
100763,24448103,24448103_2_12,"Changes from baseline in the primary efficacy variable ( 17-item Hamilton Rating Scale for Depression [ HAM-D17 ] score , week 8 ) and in other secondary efficacy variables ( Sheehan Disability Scale and Menopause Rating Scale ) were analyzed using analysis of covariance with treatment , region , and baseline in the model .",2,12,METHODS
51096,25437496,25437496_1_14,The current study was performed to investigate the effect of neutrophils and their pathophysiological significance during sepsis .,1,14,BACKGROUND
33430,24736677,24736677_12_13,"Cyanocobalamin supplementation ( 6g/day ) was associated with improved B12 biomarkers , with a potential to improve preconception B12 status in South Asian women .",12,13,CONCLUSIONS
151197,25679343,25679343_4_15,"We measured BME in 16 patients ( mean SD age , 44.8 10.4 years ; 44 % female ) with nonspecific low back pain .",4,15,METHODS
78673,24663388,24663388_5_10,"Two thousand five hundred eleven patients were identified with community-acquired infection according to chart review ( 42.0 % , 95 % confidence interval [ 95 % CI ] : 40.8-43 .3 % ) compared to 2550 patients identified by ICD-10 diagnoses ( 42.8 % , 95 % CI : 41.6-44 .1 % ) .",5,10,RESULTS
140823,24577773,24577773_4_16,The control group was open gastrectomy group ( OG ) in 12 cases .,4,16,METHODS
13435,25531167,25531167_10_14,Combining both interventions showed the highest compliance with American Heart Association guidelines but was not significantly better than either intervention in isolation .,10,14,RESULTS
2205,24308672,24308672_7_16,Duplex ultrasound was performed .,7,16,METHODS
153612,25155048,25155048_11_13,"In the femoral component , navigation most closely replicated the ideal 3 external rotation of the femoral component , but tibial rotation did not differ when comparing CAS to standard instrumentation .",11,13,CONCLUSIONS
32462,25150285,25150285_5_9,"For 13 of 15 side effects ( 87 % ) , the threshold could be increased by 1 mA while steering in at least one direction in comparison to conventional spherical stimulation , thereby increasing the therapeutic window by up to 1.5 mA .",5,9,RESULTS
158163,25536255,25536255_10_16,"Comprehensive care reduced ( per 100 child-years ) serious illnesses ( 16 vs 44 for usual care ; RR , 0.33 [ 95 % CI , 0.17-0 .66 ] ) , emergency department visits ( 90 vs 190 ; RR , 0.48 [ 95 % CI , 0.34-0 .67 ] ) , hospitalizations ( 69 vs 131 ; RR , 0.51 [ 95 % CI , 0.33-0 .77 ] ) , pediatric ICU admissions ( 9 vs 26 ; RR , 0.35 [ 95 % CI , 0.18-0 .70 ] ) , and number of days in a hospital ( 276 vs 635 ; RR , 0.36 [ 95 % CI , 0.19-0 .67 ] ) .",10,16,RESULTS
8681,24780066,24780066_9_10,"Infusion of low-dose glucose attenuated fat catabolism without causing hyperglycemia , indicating that infusion of low-dose glucose during remifentanil-induced anesthesia may be safe for patients .",9,10,CONCLUSIONS
119958,24270933,24270933_4_17,Anxiety relief has been shown to improve pain management in the ED setting .,4,17,BACKGROUND
63203,24248104,24248104_5_12,"Researchers applied PersicaTM to group one , chlorhexidine gluconate mouth wash 0.2 % to group two and third group received Matrica , finally in the control group , normal saline were used .",5,12,METHODS
176995,25516316,25516316_7_12,No interaction between turmeric and cinnamon was detected .,7,12,RESULTS
150214,24697877,24697877_4_10,"Atorvastatin caused a significant reduction in U-ENaC , but sodium excretion , C H 2 O , FENa and u-AQP2 were not changed by atorvastatin .",4,10,RESULTS
152142,25049068,25049068_12_18,Thirteen patients switched from MPS vs 31 from RAD ( p < 0.01 ) .,12,18,RESULTS
60572,24624241,24624241_11_14,HRQoL in patients with LMLBP decreases with pain severity .,11,14,CONCLUSIONS
74030,25684006,25684006_7_13,All patients were able to move themselves to the bed without any aid when they arrived at the admission room .,7,13,RESULTS
112320,24269362,24269362_5_11,High-volume centers enrolled a higher proportion of ST-segment elevation myocardial infarction ( STEMI ) .,5,11,RESULTS
38204,25583916,25583916_10_11,"Compared with routine counseling , cognitive-behavioral counseling significantly prolonged the duration of EBF , doubling the rates of EBF at 6 months postpartum .",10,11,CONCLUSIONS
16127,25591516,25591516_8_10,In patients with less severe condition comparable results were obtained .,8,10,RESULTS
135601,24517299,24517299_1_13,"This has resulted in shorter inpatient length of stays ( LOS ) , and stable patients not requiring specialist palliative care services being referred for placement in residential aged care facilities ( RACFs ) .",1,13,BACKGROUND
38940,25487877,25487877_3_10,"IOP was measured at 9:00 , 10:00 , 11:00 , 13:00 , 16:00 , 19:00 , 21:00 , 22:00 and 23:00 on day 1 , and 1:00 , 4:00 , 7:00 and 9:00 on day 2 in sitting position using Goldmann applanation tonometer .",3,10,METHODS
162116,24806159,24806159_13_14,"( Funded by AiCuris ; ClinicalTrials.gov number , NCT01063829 . )",13,14,CONCLUSIONS
131752,24231014,24231014_7_14,( p < 0.001 ) .,7,14,RESULTS
53315,26135703,26135703_5_14,Analysis was by intention to treat .,5,14,METHODS
138289,25302927,25302927_0_12,"The objective of the study was to investigate the effects of a galacto-oligosaccharides ( GOS ) - supplemented formula on the intestinal microbiota in healthy term infants , with a specific consideration for gastrointestinal symptoms as colic , stool frequency and consistency , regurgitation .",0,12,OBJECTIVE
173389,25127878,25127878_5_12,The wait-list control group will receive qigong training after the intervention group completes the program .,5,12,METHODS
86301,24433978,24433978_8_9,Peak subepicardial twist strongly reflects infarct transmurality as assessed with magnetic resonance imaging and is independently associated with LV remodeling after AMI .,8,9,CONCLUSIONS
71058,25005011,25005011_3_13,"From October 2013 to January 2014 , 30 surgically naive participants underwent a SILS training curriculum and completed two validated tasks ( peg transfer , precision cutting ) with subsequent testing to assess acquisition of skills ( baseline testing , BT ) .",3,13,METHODS
166165,24846173,24846173_5_8,The study is powered to detect differences in the primary efficacy endpoint of change in left ventricular end systolic diameter .,5,8,METHODS
90928,24673513,24673513_14_16,"Benvitimod cream , at single doses of up to 30mg , is well tolerated by healthy subjects .",14,16,CONCLUSIONS
29597,26188742,26188742_11_17,"Patients in the small bites group had fascial closures sutured with more stitches than those in the large bites group ( mean number of stitches 45 [ SD 12 ] vs 25 [ 10 ] ; p < 00001 ) , a higher ratio of suture length to wound length ( 50 [ 15 ] vs 43 [ 14 ] ; p < 00001 ) and a longer closure time ( 14 [ 6 ] vs 10 [ 4 ] min ; p < 00001 ) .",11,17,RESULTS
127307,25335250,25335250_6_11,"The sleeping quality , sleeping time , sleeping difficulty and daytime dysfunction in the group A were all lower than those in the group C ( all P < 0.05 ) .",6,11,RESULTS
37732,24411424,24411424_13_16,The overall difficulty of the surgery was comparable in both the groups .,13,16,RESULTS
38759,24298766,24298766_3_11,A to tal 4-week treatment was given to the patients with 3 treatments a week .,3,11,METHODS
81270,25420552,25420552_7_14,"For each treatment , participants will be required to undergo six weeks of running-based endurance training .",7,14,METHODS
168920,25375395,25375395_0_15,Patient perceptions of financial burden and rates of cost-related nonadherence are high among individuals with asthma across the socioeconomic spectrum .,0,15,BACKGROUND
145563,25218370,25218370_9_19,Surgeons were stratified by laparoscopic experience into intermediate ( less than 25 previous procedures as primary operator ) or advanced ( 25 procedures or more ) .,9,19,METHODS
114227,24268189,24268189_3_12,"We conducted a single-centre , parallel-group trial , with unrestricted randomization .",3,12,METHODS
13256,24612478,24612478_7_11,Treatment with topical estrogen in comparison with lubricant alone showed an improvement in the FSFI field of desire .,7,11,RESULTS
139875,24996258,24996258_0_15,"Probiotics are beneficial bacteria that are able to colonize the host digestive system , increasing the natural flora and preventing colonization of pathogenic organisms and thus , securing optimal utility of the feed .",0,15,BACKGROUND
147384,25249560,25249560_8_12,"In a multinational cohort of patients with stable angina , the SAQ angina frequency domain was significantly correlated , both cross sectionally and longitudinally , with daily diary entries of angina frequency and SL NTG use .",8,12,CONCLUSIONS
59822,24622429,24622429_3_14,Stent thrombosis was defined according to the Academic Research Consortium ( ARC ) definition .,3,14,METHODS
138751,25659155,25659155_2_14,We excluded children with abnormal laboratory findings or those who were overweight .,2,14,METHODS
173588,26001844,26001844_2_11,"The CHANGE trial is an investigator-initiated , independently funded , randomized , parallel-group , superiority , multi-centre trial with blinded outcome assessment .",2,11,METHODS
25171,25295663,25295663_6_12,"Subjects in the second experimental group also followed the procedures of the control group , with additional administration throughout the study of both oral hydrogen-rich tablets ( 2 g per day ) and topical hydrogen-rich packs ( 6 times per day for 20 minutes ) .",6,12,METHODS
17030,24886906,24886906_5_6,"The cost-effectiveness analysis performed in this study shows how early treatment with surfactant in preterm infants with RDS , as well as being clinically more effective , is associated with a slightly lower cost .",5,6,CONCLUSIONS
95098,24299218,24299218_0_10,Aortic valve stenosis is one of the most common heart diseases in older patients .,0,10,BACKGROUND
161393,25106783,25106783_5_9,0.51-1 .11 ) .,5,9,RESULTS
78521,24983679,24983679_10_15,"Among women who did not receive doula support , 71.6 % of women would have wanted it .",10,15,RESULTS
147146,24586591,24586591_13_15,The effect was most pronounced after the patient chart review training ( all p < .01 ) .,13,15,RESULTS
177047,25369357,25369357_3_14,Qualitative study .,3,14,METHODS
167308,25199060,25199060_6_12,"The likelihood of a reduction in the glucocorticoid-dose stratum was 2.39 times greater in the mepolizumab group than in the placebo group ( 95 % confidence interval , 1.25 to 4.56 ; P = 0.008 ) .",6,12,RESULTS
64997,25701560,25701560_10_23,"The secondary outcomes were non-inferiority ( within 10 % levels ) at age 18 weeks for the proportion of participants in the 2 +1 group compared with the 3 +0 group with serotypes 1 , 5 , and 14 specific IgG of at least 02 g/mL ; the proportion of participants with PCV10 serotype-specific IgG of at least 02 g/mL and opsonophagocytic activity reciprocal titre of at least 8 at ages 18 weeks and 10 months ; and nasopharyngeal pneumococcal serotype-specific carriage rates at age 9 months in each study group .",10,23,METHODS
177877,24791578,24791578_9_11,Baseline BMI did not modify these associations .,9,11,RESULTS
169535,24453924,24453924_6_8,Thermal water inhalation produced an in vivo antioxidant effect and improvement in health status in COPD patients .,6,8,CONCLUSIONS
122977,25531240,25531240_2_12,"In a randomised crossover trial , maintenance of SpO2 over a 4-hour period during routine care was compared with algorithm-based control ( administered by a dedicated research nurse ) .",2,12,METHODS
31459,25471330,25471330_0_8,"To investigate the injection frequency and visual acuity ( VA ) outcomes with combination therapy ( ranibizumab plus verteporfin photodynamic therapy , PDT ) versus monotherapy ( ranibizumab ) .",0,8,OBJECTIVE
117418,24811759,24811759_5_7,Compliance with an initial invitation for a TC by mail and by phone was similar .,5,7,CONCLUSIONS
138002,24655569,24655569_0_14,Dental anxiety and anxiety-related avoidance of dental care create significant problems for patients and the dental profession .,0,14,BACKGROUND
176747,25406730,25406730_6_13,"The glimepiride dose ( 4mg/day ) , standardized before randomization , could be decreased if persistent hypoglycaemia occurred .",6,13,METHODS
5592,24595550,24595550_10_11,TU-100 is an effective treatment option after hepatic resection in patients with liver cancer .,10,11,CONCLUSIONS
56801,24429127,24429127_18_20,"Addition of fluticasone furoate to vilanterol was associated with a decreased rate of moderate and severe exacerbations of COPD in patients with a history of exacerbation , but was also associated with an increased pneumonia risk .",18,20,CONCLUSIONS
160942,24225205,24225205_14_16,"The DelpHi-approach for medication management employs comprehensive instruments and procedures in the primary care setting under routine care conditions , and this approach should be useful in improving pharmacotherapy as part of the comprehensive treatment and care for people with dementia .",14,16,CONCLUSIONS
16374,25345483,25345483_12_14,"To our knowledge , this is the first randomised controlled trial comparing the posterior approach with the lateral approach with patient reported outcome as the primary outcome and with a twelve-month follow-up .",12,14,CONCLUSIONS
73664,24350571,24350571_4_11,This is a secondary analysis of a subsample ( N = 119 ) from the first U.K. community-based randomised controlled trial of the 12-week IY Basic Programme ( N = 153 ) .,4,11,METHODS
125618,24229674,24229674_11_15,"Compared to the control group , the treatment group showed favorable outcomes in the Fg level , carotid IMT , the detection rate of vulnerable plaques , the volume of carotid plaques , NIHSS scores , and incidence of total vascular ( 6.78 % and 2.08 % , respectively ) and cerebral vascular events ( 5.93 % and 1.04 % , respectively ) ( P < 0.05 ) .",11,15,RESULTS
109944,24418693,24418693_10_11,MILES-3 and MILES-4 results will add important evidence about the role of cisplatin-based doublets and pemetrexed in the first-line therapy of elderly patients with advanced NSCLC .,10,11,CONCLUSIONS
31088,25136791,25136791_5_10,The first patient was randomized in September 2011 and the study is expected to complete in early 2016 .,5,10,METHODS
53803,25421802,25421802_3_17,Prospective randomized controlled,3,17,METHODS
48322,24361229,24361229_1_10,We previously reported no relationship between early response and failure-free survival ( FFS ) on Intergroup Rhabdomyosarcoma Study ( IRS ) - IV .,1,10,BACKGROUND
116826,24953218,24953218_0_11,"Following maternal administration , local anesthetics pass into breast milk .",0,11,BACKGROUND
140979,24256500,24256500_11_12,"As men and middle-aged Americans were at risk for multiple , adverse alcohol outcomes , these groups may warrant special alcohol screening and intervention efforts in future macroeconomic crises .",11,12,CONCLUSIONS
40088,24289920,24289920_1_18,"Prospective , double-masked , randomized clinical trial .",1,18,METHODS
35995,25961184,25961184_12_16,"Changes from baseline of the global cognition composite were 0.05 ( -0.11 to 0.21 ; P = .005 vs controls ) for the Mediterranean diet plus olive oil , -0.05 ( -0.27 to 0.18 ) for the Mediterranean diet plus nuts , and -0.38 ( -0.57 to -0.18 ) for the control diet .",12,16,RESULTS
36219,25431866,25431866_0_7,"Recently , the UK CCLG and COG reported that an intrachromosomal amplification of chromosome 21 ( iAMP21 ) in acute lymphoblastic leukemia ( ALL ) loses its adverse prognostic impact with intensified therapy .",0,7,BACKGROUND
26972,26441181,26441181_5_20,"Patients with suspected perforated diverticulitis , a clinical indication for emergency surgery , and free air on an abdominal computed tomography scan were eligible .",5,20,METHODS
158830,25891010,25891010_14_16,"Patients who continued treatment with etanercept had significantly fewer flares than those who received placebo , although 50 % of patients in the placebo group did not experience a flare .",14,16,CONCLUSIONS
56742,25428655,25428655_3_8,"Overall , each volunteer underwent four salivation measurements , i.e. two measurements during two different types of hypnotic suggestion ( indirect and direct ) arranged in random order and two control sections .",3,8,METHODS
17936,25518308,25518308_27_28,The significance of such an effect remains to be determined .,27,28,CONCLUSIONS
95879,25650964,25650964_11_20,Remission rates of type 2 diabetes mellitus and metabolic syndrome and changes in blood pressure and lung function were similar between groups .,11,20,RESULTS
30528,25059747,25059747_1_12,"Pragmatic , multicentre , two arm , parallel group , assessor blinded randomised controlled trial ( UK Heel Fracture Trial ) .",1,12,METHODS
42858,24645942,24645942_5_11,This difference resulted from lower mortality in the surgery group ( 33 % vs. 70 % ) .,5,11,RESULTS
102517,25213052,25213052_4_9,"A total of 110 children , age range 6 to 17 years , with poor asthma control and esophageal pH data enrolled in the Study of Acid Reflux in Children with Asthma ( NCT00442013 ) were included .",4,9,METHODS
113565,26077436,26077436_9_14,The 2 % solution provided more consistent dosing relative to the 1.5 % solution when comparing AUCss ( 0-24 ) and Cmaxss across studies .,9,14,RESULTS
142370,25010405,25010405_9_10,It provides an indication of exercise capacity and can potentially be used when exercise testing using gas exchange measurements is not possible .,9,10,CONCLUSIONS
140939,24561645,24561645_7_11,"Anaesthetists ' scores for SNAPPI were significantly improved , as was the number of diagnostic options they shared .",7,11,RESULTS
109851,24361804,24361804_3_9,Weight loss was observed in 170 of 994 patients ( 17 % ) implanted with a CRT-D .,3,9,RESULTS
113448,24849104,24849104_7_9,"Rates of stent thrombosis were higher with bivalirudin ( 1.6 vs. 0.6 vs. 0.4 % , P = 0.09 and 0.09 ) .",7,9,RESULTS
178429,24247643,24247643_6_15,The results of crossover trial were investigated by two-sample T-tests .,6,15,METHODS
103882,25390695,25390695_8_11,"High levels of IL-8 in STEMI patients complicated with HF were associated with less improvement in left ventricular function during the first 6 weeks after PCI , suggesting a possible role of IL-8 in the reperfusion-related injury of post-ischemic myocardium .",8,11,CONCLUSIONS
48080,25168524,25168524_2_9,"These patients were randomly allocated to receive electrical stimulation of the posterior tibialis nerve twice weekly for 6 weeks ( treatment group , n = 12 ) or general advice and stretching sessions 1 to 3 times monthly for 6 weeks ( control group , n = 12 ) .",2,9,METHODS
122754,25030267,25030267_3_20,"Additionally , we sought to characterize vulnerable intracranial aneurysms associated with those vascular anomalies .",3,20,OBJECTIVE
64317,25530107,25530107_3_15,"Thus , we hypothesized that compared to high dialysate sodium , low dialysate sodium concentration would lower endothelin 1 levels , increase NO release , and reduce BP .",3,15,BACKGROUND
143493,24569485,24569485_3_9,"- Cell function remained stable throughout the 6-year study in both groups , as measured by the C-peptide area under the curve ( AUC ; P = 0.13 ) , the AUC C-peptide/AUC glucose ( P = 0.9 ) , and by the disposition index ( P = 0.8 ) .",3,9,METHODS
45496,25503617,25503617_6_7,"This study provides Class I evidence that for patients with FTD , intranasal oxytocin is not significantly associated with adverse events or significant changes in the overall neuropsychiatric inventory .",6,7,METHODS
121701,24708422,24708422_4_9,"No statistical differences could be shown between treatment groups on pain response ( MPQ-DLV ) , treatment perception ( VAS ) or number or kind of pain killers .",4,9,RESULTS
177480,24372968,24372968_8_13,"Administration of tetrastarch at 40ml/kg bwt resulted in a prolonged K-time ( P = 0.049 ) at 6h post infusion , and decreased maximum amplitude at 0 ( P < 0.001 ) , 1 ( P = 0.022 ) , 6 ( P = 0.006 ) , 24 ( P < 0.001 ) and 48h ( P = 0.013 ) post infusion compared with baseline .",8,13,RESULTS
32689,24314872,24314872_10_15,There was no difference in clinical outcomes or radiological evaluations between groups .,10,15,RESULTS
85565,25142032,25142032_15_16,Oral administration of pEGF-secreting L. lactis had beneficial effects on intestinal health and performance of early-weaned piglets .,15,16,CONCLUSIONS
146562,25618125,25618125_2_16,We have aimed to analyze the effect of standard ulcer care alone with high-frequency ultrasound ( HFU ) and MIST ultrasound therapy on VLUs .,2,16,OBJECTIVE
50363,24731015,24731015_9_11,"Exercise training in bronchiectasis is associated with short term improvement in exercise capacity , dyspnoea and fatigue and fewer exacerbations over 12months .",9,11,CONCLUSIONS
45770,24864182,24864182_4_14,"Forty-two children ( study group ) received methylprednisolone ( 1 g/1 .73 m2 per day for 3 days ) , ranitidine , ceftriaxone , and total parenteral nutrition .",4,14,METHODS
44421,25657106,25657106_12_20,No adverse events attributable to the intervention were recorded .,12,20,RESULTS
61982,24555575,24555575_3_14,"Prior to radiotherapy , the function of the submandibular glands was assessed using imaging .",3,14,METHODS
59291,25733367,25733367_1_14,"Usually , cochlear implant ( CI ) listeners undergo an auditory rehabilitation program that includes auditory training sessions .",1,14,OBJECTIVE
53416,24344708,24344708_2_7,"In a randomized , controlled , single-blinded trial , 1,222 healthy nulliparous women were allocated to one of three groups during pregnancy : A hypnosis group participating in three 1-hour sessions teaching self-hypnosis to ease childbirth , a relaxation group receiving three 1-hour lessons in various relaxation methods and Mindfulness , and a usual care group receiving ordinary antenatal care only .",2,7,METHODS
62118,24645337,24645337_6_13,"Among the SM+F participants , perceptions of the monitoring system were positive : 97.1 % endorsed it as easy/very easy to use and 85 % felt all patients could benefit from it .",6,13,RESULTS
169195,25942341,25942341_7_8,Stem cells in combination with bioresorbable PLA/PGA membrane resulted in significantly higher CAL gain than SCTG .,7,8,CONCLUSIONS
84872,24290843,24290843_13_20,"Immune response in infants aged 6-8 weeks was lower than that in older participants and , 6 months after third vaccination , antibody concentrations were significantly higher than pre-vaccination concentrations in Filipino ( 21 U/mL [ 16-28 ] vs 2.88 U/mL [ 1.95-4 .25 ] ) , but not Pakistani ( 3.76 U/mL [ 2.77-5 .08 ] vs 2.77 U/mL [ 2.1-3 .66 ] ) , infants .",13,20,RESULTS
98030,25131892,25131892_6_14,"In the first vignette , the directive and proxy agreed on the recommendation to forgo a medical intervention ; in the second , the advance directive opposed , but the proxy favored the intervention ; and in the third , the roles were reversed .",6,14,METHODS
53060,25800753,25800753_6_11,Twelve-week surrogate biomarker data were available for 711 patients .,6,11,RESULTS
141829,24685998,24685998_5_11,"Community-based participatory research ( CBPR ) was used to discover ideas for the study , identify community advisors , recruit churches ( three treatment , three comparison ) in two-counties in North Florida , and randomly select 221 mid-life and older AAs ( 45 + ) ( n = 104 in clinical subsample ) , stratifying for age and gender .",5,11,METHODS
127261,24640436,24640436_2_10,The endodontic treatment was performed and half of the specimens were restored with light transmitting posts ( DT Light Post Illusion ) and the other half with opaque posts ( Tech 21 X-OP ) .,2,10,METHODS
109375,24882587,24882587_12_17,"Thus , the success rate was 94.8 % in each group .",12,17,RESULTS
45161,25071062,25071062_1_14,Decision aids for decisions regarding childhood immunisation appear to be effective in achieving an increase in vaccine uptake but their cost effectiveness is unknown .,1,14,BACKGROUND
116179,24378101,24378101_10_15,"The survival analysis indicated that both the overall survival and DFS were longer in the neoadjuvant chemotherapy group in comparison with those in the surgery alone group , but no significant differences were found ( P > 0.05 ) .",10,15,RESULTS
99409,24613084,24613084_1_20,We aimed to estimate the PAF and NNT of participants in the iPrEx ( Pre-Exposure Prophylaxis Initiative ) trial .,1,20,BACKGROUND
152654,25753894,25753894_9_10,"However , being deprived of feed they probably experience a degree of hunger .",9,10,CONCLUSIONS
51726,24633589,24633589_7_9,"Side-alternating WBV training performed at low 12Hz frequency was found generally feasible , whereas higher frequencies appeared formidable .",7,9,CONCLUSIONS
172219,24445757,24445757_6_15,The mean baseline BFI score was moderate ( 5.7 ) .,6,15,RESULTS
120498,25087182,25087182_4_15,Details of adverse events and management of hypertriglyceridaemia were extracted retrospectively .,4,15,METHODS
159342,25989386,25989386_6_18,The study was closed 10 months after the last patient was assigned to a group .,6,18,METHODS
138239,25365723,25365723_5_14,None .,5,14,METHODS
135357,24885005,24885005_0_13,Oral presentations of clinical cases by medical students during medical rounds in hospital wards are a source of anxiety and little is known about how this anxiety can be alleviated .,0,13,BACKGROUND
70388,24924703,24924703_1_16,"However , the evidence gathered in randomized controlled trials ( RCTs ) on the effectiveness of exercise training for improving spatio-temporal gait parameters in people with dementia is scarce .",1,16,BACKGROUND
15372,25159126,25159126_7_10,"Fifteen rehospitalizations ( 103days ) occurred in the PREFER group , compared with 53 ( 305days ) in the control group .",7,10,RESULTS
52789,24973842,24973842_2_8,We report here the one-year clinical outcomes associated with the use of the Yukon Choice Flex sirolimus-eluting stent in an all-comers patient population .,2,8,METHODS
20893,25616294,25616294_7_9,"The levels of creatinine , pH , bicarbonate , bilirubin , and transaminase and the incidence of complications showed no significant differences between groups ( P > 0.05 ) .",7,9,RESULTS
67295,25050884,25050884_0_10,An inability to show consistent relationships between gene variants and blood pressure ( BP ) may be confounded by the use of office BP measurement .,0,10,OBJECTIVE
94042,25230144,25230144_0_12,Postoperative pain remains an important challenge after scoliosis surgery in children .,0,12,BACKGROUND
23498,25007905,25007905_10_12,In the ankle area the PTV does not decrease in standing subjects .,10,12,CONCLUSIONS
60777,25165427,25165427_3_14,Ninety-three patients who were scheduled to undergo laparoscopic gynaecologic surgery under general anaesthesia were assigned to receive either a single intravenous injection of 0.075-mg palonosetron or 40-mg oral aprepitant in a double-blind randomised trial .,3,14,METHODS
31233,24405257,24405257_5_17,A prediction rule has been described to identify a narrower subgroup of patients likely to respond to cervical traction .,5,17,BACKGROUND
118427,24335629,24335629_11_16,"At 24 months , 84.6 % of as-treated SECURE-C patients were range-of-motion successes .",11,16,RESULTS
173596,26001844,26001844_10_11,Date of registration 27 ( th ) of March 2012 .,10,11,BACKGROUND
91342,24667664,24667664_3_8,Both groups received standard secondary prevention according to guidelines .,3,8,METHODS
88306,24368436,24368436_10_11,"In this rural Malawian population , breast milk intake at 9-10 mo of age was not reduced by supplementation with complementary foods with 10-40 g LNS/d .",10,11,CONCLUSIONS
8514,24562444,24562444_10_11,"However tumor grade , molecular subtype and hypoxia did not predict response to hypofractionation suggesting that patients with node-negative breast tumors of all grades and molecular subtypes may be safely treated with hypofractionated RT regimens .",10,11,CONCLUSIONS
109248,25575067,25575067_5_14,"ELISA method was performed to observe related cytokines ( IL-1 , IL-17 , IL-35 , IFN - ) and markers of oxidative stress such as total antioxidant capacity ( TAOC ) , malondialdehyde ( MDA ) , reactive oxygen species ( ROS ) , superoxide dismutase ( SOD ) , glutathione ( GSH ) .",5,14,METHODS
87754,24711067,24711067_9_10,"NeuroAiD is safe and does not affect hematologic , hepatic , and renal functions during and long after completion of treatment .",9,10,CONCLUSIONS
92445,24690430,24690430_11_12,We observed a polyclonal profile between sensitive samples and a prevalent clone ( A ) between resistant samples .,11,12,CONCLUSIONS
158229,25728723,25728723_10_14,"Exploratory end points include echocardiography , noninvasive vascular testing , markers of oxidative stress , and salt taste sensitivity .",10,14,METHODS
33383,24957215,24957215_0_14,Canine babesiosis due to Babesia canis is an endemic disease in many European countries .,0,14,BACKGROUND
